p_mean,p_std,p_min,p_max,p_drop_pct,p_slope,p_rolling_std_5,p_jitter,q_mean,q_std,q_surge_pct,q_slope,pq_corr,t_mean,t_max,zero_count,sensor_id,pipe_diameter_mm,pipe_age_years,pipe_material,hour_of_day,leak
16.37,0.5934,15.5,17.14,8.49,-0.1207,0.529,0.8846,9.02,0.2367,9.21,0.0372,-0.3591,27.9,28.5,0,sensor_020,100,18,Cast Iron,0,0
59.26,10.0306,43.43,74.92,-72.52,3.4789,5.2153,1.6662,78.37,9.5931,50.08,3.3172,0.9935,33.7,34.4,0,sensor_008,300,17,HDPE,9,0
27.03,5.4504,18.85,35.04,37.96,-1.7705,2.8231,2.4876,31.03,1.4366,8.82,0.4513,-0.9127,31.4,31.7,0,sensor_001,200,25,HDPE,13,1
42.19,1.5364,39.63,45.41,-1.33,-0.058,0.8599,2.2653,39.11,1.196,1.64,0.2158,0.3294,41.7,42.1,0,sensor_015,200,6,HDPE,8,0
31.81,1.32,29.34,33.79,6.81,-0.3667,0.8986,1.3393,30.74,1.2476,-6.1,-0.3338,0.5403,47.7,48.1,0,sensor_011,200,16,HDPE,14,0
25.15,1.5179,21.1,26.15,9.8,0.0678,0.9264,2.4316,15.56,1.0228,15.68,0.2264,0.5204,42.7,43.2,0,sensor_019,100,5,Cast Iron,11,1
27.61,1.5053,25.12,30.42,8.02,-0.3351,1.0247,1.6802,14.37,0.3566,-4.09,-0.0257,-0.125,52.5,53.0,0,sensor_001,100,10,Cast Iron,7,1
31.07,2.4151,26.77,34.91,22.46,-0.8046,1.5614,1.1135,15.87,0.9779,-16.94,-0.2956,0.8048,43.5,44.1,0,sensor_002,100,19,Cast Iron,18,0
23.13,2.9827,19.23,27.54,27.95,-0.9578,0.7543,1.3331,39.44,0.607,2.89,0.0737,-0.24,38.8,39.2,0,sensor_016,300,21,HDPE,5,1
19.4,5.1443,12.65,29.02,53.54,-1.7517,1.9822,1.2789,16.6,0.5488,-6.46,-0.109,0.5518,37.1,37.5,0,sensor_012,100,4,Cast Iron,7,1
53.45,5.4866,46.24,62.35,-34.85,1.8918,2.8082,1.0306,47.44,3.3533,20.85,1.1231,0.9725,54.1,54.5,0,sensor_001,200,14,HDPE,19,0
28.64,1.3017,25.85,30.63,15.6,-0.4264,1.0823,0.5174,26.2,0.9801,-11.68,-0.2837,0.9494,27.1,27.4,0,sensor_016,200,19,HDPE,22,0
22.82,2.9476,18.92,28.91,29.82,-0.799,1.0653,2.9645,20.9,1.5501,-13.4,-0.4352,0.7495,50.0,50.3,0,sensor_001,200,1,HDPE,5,0
35.6,3.2661,30.32,41.08,26.19,-1.1161,1.8069,1.1759,53.76,2.9244,-12.91,-0.9296,0.923,45.7,46.2,0,sensor_010,300,12,HDPE,21,0
38.87,1.7236,37.34,43.17,8.85,-0.4578,0.3041,1.6266,27.14,0.7097,0.21,-0.1403,0.2532,54.6,55.2,0,sensor_015,150,9,PVC,8,0
33.28,3.2124,27.39,37.55,14.09,-0.9208,2.3895,2.3591,33.43,1.064,4.88,0.0557,-0.0243,44.3,45.0,0,sensor_013,200,2,HDPE,21,1
21.7,1.3124,19.72,24.12,6.77,-0.3267,0.5856,1.355,44.86,3.5261,21.43,1.0184,-0.7078,49.0,49.4,0,sensor_011,400,27,Steel,2,1
26.39,3.4049,20.16,31.49,36.0,-1.1517,1.7885,1.2594,45.21,2.8614,12.14,-0.221,0.1785,46.7,47.3,0,sensor_014,250,5,PVC,22,1
46.54,2.3405,41.24,49.59,14.12,-0.5993,2.4651,2.4372,59.72,1.7768,5.89,0.3586,-0.4202,31.5,32.2,0,sensor_006,250,26,PVC,19,1
33.99,4.1708,28.07,39.4,28.25,-1.4309,1.8375,0.9391,61.31,1.0585,-4.22,-0.1675,0.3667,45.2,45.7,0,sensor_017,300,17,HDPE,7,1
30.63,2.24,25.53,34.2,4.55,0.1864,1.8496,3.0019,17.68,0.6131,0.6,0.0573,0.2808,47.1,47.8,0,sensor_020,100,11,Cast Iron,20,1
38.12,4.2102,32.28,44.84,23.86,-1.293,1.0138,2.575,58.82,4.149,23.15,1.0503,-0.5533,48.3,48.6,0,sensor_017,250,18,PVC,9,1
52.36,4.3004,44.23,58.93,-33.24,1.4535,2.2016,1.0991,90.24,7.3683,25.71,2.5037,0.9206,35.1,35.6,0,sensor_020,400,29,Steel,16,0
32.96,0.9691,31.57,34.76,7.68,-0.2702,0.4719,0.7699,16.63,0.3272,1.24,-0.0008,-0.0376,45.4,45.9,0,sensor_009,100,11,Cast Iron,18,0
37.64,1.4026,34.55,39.36,11.82,-0.3496,1.2131,1.5936,55.31,1.3454,0.17,0.2746,-0.2545,53.4,53.9,0,sensor_010,300,17,HDPE,11,1
46.1,1.847,43.25,49.01,-12.14,0.5238,1.0483,1.9782,82.93,3.273,12.17,0.7768,0.6229,28.1,28.4,0,sensor_020,400,1,Steel,16,0
25.25,2.0615,22.06,28.46,20.34,-0.6599,1.2974,1.3719,18.42,1.0058,-12.76,-0.2836,0.6832,34.0,34.3,0,sensor_015,150,19,PVC,6,0
17.32,1.5407,14.04,19.04,26.3,-0.488,1.4713,0.4916,17.69,0.8049,-0.66,0.0655,0.0821,45.5,45.9,0,sensor_006,200,2,HDPE,3,1
30.4,3.3816,26.32,36.24,19.32,-0.945,1.6361,2.3986,31.04,1.2412,7.77,0.3772,-0.6753,34.9,35.5,0,sensor_019,200,17,HDPE,13,1
48.98,1.4885,46.94,51.13,6.92,-0.3461,1.3348,1.5121,89.88,2.8007,-0.23,-0.4031,0.4959,27.4,27.8,0,sensor_003,400,23,Steel,20,1
20.2,11.6861,4.97,35.99,86.01,-3.9983,4.0085,2.4632,21.48,2.5456,15.7,0.212,-0.2005,25.6,25.9,0,sensor_015,100,13,Cast Iron,18,1
37.72,1.3424,35.67,39.73,-11.39,0.3852,0.7281,1.3612,26.03,1.1272,7.2,0.3334,0.6844,53.6,53.9,0,sensor_003,150,10,PVC,16,0
25.9,7.9204,14.46,36.89,57.97,-2.524,3.6035,4.8264,19.19,0.5033,6.68,0.0417,-0.0182,43.2,43.5,0,sensor_012,100,1,Cast Iron,19,1
17.76,0.8762,16.39,19.08,9.82,-0.2599,0.5507,0.7123,17.14,0.6144,-5.93,-0.1461,0.5846,34.2,34.9,0,sensor_011,200,17,HDPE,3,0
41.05,7.7958,27.03,50.55,43.23,-2.5007,4.6882,3.178,104.82,12.504,18.62,2.3653,-0.3726,44.4,44.6,0,sensor_004,400,4,Steel,8,1
32.65,0.9199,30.94,34.22,9.57,-0.2393,0.6863,0.7258,42.84,0.4486,-0.29,-0.0635,0.2811,47.2,47.6,0,sensor_018,250,12,PVC,12,1
40.61,1.4803,38.37,43.11,-6.74,-0.0017,1.2712,1.7064,56.87,2.6416,6.12,0.2955,0.1874,31.7,32.4,0,sensor_002,300,8,HDPE,7,0
19.17,1.812,15.46,22.12,30.08,-0.6085,1.2256,0.6754,25.53,1.4545,-17.16,-0.4805,0.9245,40.8,41.3,0,sensor_002,250,28,PVC,4,0
36.8,1.5135,34.69,39.64,2.38,-0.1982,1.2448,2.3223,46.37,1.797,-9.22,-0.3957,-0.0791,32.4,32.8,0,sensor_005,250,3,PVC,21,0
33.35,1.9544,28.39,35.96,8.04,-0.0468,0.8478,2.5882,16.47,0.5131,-9.02,-0.1042,0.2396,38.8,39.3,0,sensor_001,100,14,Cast Iron,18,0
26.19,3.0397,21.54,30.33,28.38,-1.0438,1.7322,0.8655,25.23,1.8947,-19.61,-0.6035,0.8865,30.9,31.1,0,sensor_009,200,2,HDPE,22,0
39.55,3.5643,35.91,46.96,23.54,-1.075,0.7806,1.7804,70.77,2.435,-2.89,-0.1801,0.1986,36.0,36.6,0,sensor_010,300,20,HDPE,17,1
41.57,6.1435,33.46,51.88,35.51,-2.0758,2.4985,2.2402,156.04,11.3734,-1.76,-0.6707,0.1906,46.0,46.7,0,sensor_003,400,24,Steel,18,1
50.24,3.2331,45.01,55.73,19.23,-0.8139,3.1781,3.2169,100.71,5.4815,1.87,0.7251,-0.2863,30.8,31.4,0,sensor_012,400,29,Steel,18,1
45.76,2.1348,41.06,48.45,-1.31,0.3038,1.5707,2.802,43.05,1.9078,5.41,0.329,0.2283,52.3,52.8,0,sensor_005,200,28,HDPE,19,0
18.11,2.3307,12.24,20.52,18.78,-0.4372,2.1919,3.3016,26.74,1.6743,21.68,0.345,-0.2711,38.4,38.7,0,sensor_009,250,7,PVC,3,1
40.65,3.711,33.26,45.28,25.44,-0.8473,3.0929,3.9272,54.3,1.3625,0.42,0.1086,0.3411,26.0,26.4,0,sensor_019,250,1,PVC,8,1
38.8,3.2381,31.3,42.48,11.24,-0.7528,3.8667,3.5537,37.49,1.9211,-8.44,-0.2482,0.2747,37.3,37.9,0,sensor_014,200,3,HDPE,8,0
27.86,3.2307,22.52,32.66,28.84,-1.0669,2.4624,1.5729,14.82,1.1739,-18.0,-0.3821,0.8663,25.6,26.1,0,sensor_001,100,10,Cast Iron,8,0
31.9,1.6154,28.7,34.27,1.9,-0.1692,1.6941,2.749,22.8,0.7359,-5.17,-0.0365,-0.1483,35.9,36.5,0,sensor_005,150,9,PVC,11,0
22.81,1.456,20.65,24.72,3.32,-0.1573,1.5483,2.3545,39.74,1.1246,0.78,0.1196,-0.4118,26.6,27.3,0,sensor_019,400,23,Steel,2,0
42.74,1.1981,40.1,44.59,-9.55,0.3026,0.7012,1.1794,39.46,1.2057,1.74,0.2461,0.6117,42.8,43.3,0,sensor_020,200,26,HDPE,8,0
37.78,1.8399,35.35,40.5,-13.63,0.6255,0.822,0.6961,26.75,1.1276,13.02,0.3732,0.962,47.1,47.5,0,sensor_011,150,9,PVC,16,0
35.8,3.6852,29.96,41.26,21.76,-1.2213,2.3774,1.6804,67.37,3.1814,15.35,0.4323,-0.3486,33.0,33.4,0,sensor_011,300,20,HDPE,7,1
32.31,1.7067,29.86,34.7,-10.17,0.5389,0.7334,1.0488,29.84,1.6283,16.27,0.4832,0.6929,34.6,35.1,0,sensor_018,200,29,HDPE,6,0
24.1,0.6707,22.47,25.04,-1.51,-0.0702,0.7538,0.8886,12.08,0.3107,-4.43,-0.0564,0.4346,40.7,41.4,0,sensor_003,100,1,Cast Iron,6,0
37.41,1.8276,33.31,39.47,9.22,-0.3048,1.7557,2.469,48.1,1.5817,1.47,-0.0875,-0.3674,34.1,34.7,0,sensor_012,250,25,PVC,10,1
16.43,3.7708,10.18,21.37,51.94,-1.276,2.7299,1.5064,13.04,2.377,-42.97,-0.8199,0.9648,50.0,50.6,0,sensor_002,150,28,PVC,5,0
38.92,1.363,36.36,40.38,8.56,-0.279,1.7019,1.3118,58.52,1.5559,4.84,0.2868,-0.3443,29.9,30.4,0,sensor_011,300,5,HDPE,15,0
32.03,1.2481,30.15,34.08,7.01,-0.2711,0.994,1.3627,43.75,1.155,9.36,0.3275,-0.5644,26.5,27.1,0,sensor_011,250,6,PVC,12,0
44.58,1.7655,41.38,47.04,10.89,-0.4821,1.4066,1.7651,71.45,1.382,2.3,0.0734,-0.1697,53.2,53.7,0,sensor_005,300,27,HDPE,18,1
42.12,1.1114,40.06,43.57,4.75,-0.0997,1.0163,1.5435,59.8,1.2794,-0.68,0.152,-0.5445,34.3,34.7,0,sensor_001,300,4,HDPE,16,0
32.79,0.9396,31.09,34.31,-3.87,0.1133,1.0954,1.6186,16.24,0.3518,-7.12,-0.0638,-0.1505,45.1,45.6,0,sensor_006,100,7,Cast Iron,20,0
43.84,2.0798,40.11,47.38,2.41,-0.5001,1.4654,1.8996,43.02,1.0445,1.3,0.0721,-0.5416,29.0,29.6,0,sensor_015,200,10,HDPE,19,1
40.48,3.9687,33.25,45.88,27.54,-1.3522,2.5571,1.318,64.34,1.8148,5.67,0.484,-0.7267,32.4,32.9,0,sensor_009,300,21,HDPE,9,1
33.89,2.1851,29.92,36.7,-17.73,0.6442,0.8084,1.948,29.88,1.52,12.95,0.4786,0.7206,44.0,44.5,0,sensor_011,200,22,HDPE,6,0
25.16,2.2214,20.48,27.81,25.21,-0.4732,2.7568,2.0753,13.71,0.6484,13.27,0.1709,-0.3288,34.3,34.8,0,sensor_010,100,18,Cast Iron,11,1
42.85,3.653,37.78,49.13,-30.04,1.2289,1.8585,1.5322,37.63,2.6545,21.46,0.8454,0.8585,37.4,38.0,0,sensor_018,200,4,HDPE,16,0
27.44,2.955,22.54,33.05,-35.65,0.9817,1.717,1.5074,37.5,2.9205,31.4,0.9666,0.9036,35.3,35.5,0,sensor_005,300,24,HDPE,1,0
36.96,2.2498,32.62,40.48,15.65,-0.5055,1.2039,2.7127,67.55,2.729,-9.16,-0.8395,0.7089,49.3,50.0,0,sensor_001,400,8,Steel,11,0
27.06,0.8634,25.34,28.4,1.05,-0.1423,0.6027,1.1488,19.91,0.625,-3.68,0.0131,0.0398,28.9,29.6,0,sensor_016,150,16,PVC,6,1
27.91,2.804,23.52,32.82,22.02,-0.9091,1.6567,1.4294,35.52,2.9644,-24.59,-0.9592,0.8566,53.2,53.9,0,sensor_010,250,18,PVC,6,0
36.35,4.155,31.55,43.1,26.81,-1.3106,0.804,1.849,83.62,3.8353,12.5,0.7693,-0.4152,25.3,25.8,0,sensor_011,400,7,Steel,10,1
48.88,2.7531,45.29,54.02,12.58,-0.7939,0.9191,2.2665,87.16,3.7507,-6.08,-0.7727,0.2733,49.9,50.2,0,sensor_002,400,28,Steel,18,0
25.74,1.6252,24.35,29.8,8.75,-0.247,2.109,2.4973,18.2,1.8373,33.45,0.3094,-0.1765,40.7,41.0,0,sensor_019,100,8,Cast Iron,11,1
49.27,2.7586,45.4,55.32,-7.21,0.3221,3.1346,4.8207,69.36,1.3397,-1.05,-0.1323,-0.2714,36.8,37.4,0,sensor_018,300,8,HDPE,18,0
27.84,1.2406,25.99,29.71,-3.4,0.1579,1.3041,1.7364,35.04,1.2186,-6.68,-0.1476,-0.5364,49.7,50.4,0,sensor_012,250,28,PVC,23,0
42.05,1.7829,38.1,45.59,-7.55,0.3572,1.5044,2.2578,59.78,4.0721,6.89,0.8469,0.2482,27.3,27.8,0,sensor_013,300,7,HDPE,10,0
28.65,1.2962,26.47,30.89,6.18,-0.2083,1.6567,1.8376,29.35,1.0819,5.57,0.0828,0.0126,29.4,30.0,0,sensor_002,200,7,HDPE,6,1
25.49,1.1245,24.26,27.5,-1.01,-0.0706,0.8797,1.5988,32.31,1.1609,-3.72,-0.186,-0.2019,48.3,49.0,0,sensor_005,250,16,PVC,5,1
28.85,0.6608,27.8,29.82,3.05,-0.0966,0.6021,0.9783,49.35,0.662,2.79,0.0549,-0.0499,41.4,41.8,0,sensor_012,300,27,HDPE,6,1
50.92,1.8589,48.24,54.69,-3.07,0.2404,1.7229,2.2133,88.62,2.817,6.46,0.2716,-0.2578,27.7,28.2,0,sensor_018,400,2,Steel,17,0
48.54,2.8961,44.06,53.15,-11.84,0.8991,1.5127,1.9868,68.49,2.8373,8.09,0.5581,0.5386,34.7,35.2,0,sensor_015,300,10,HDPE,17,0
32.67,1.5816,29.73,35.28,-9.89,0.3776,0.9883,1.9358,23.27,0.7558,9.87,0.1176,0.0803,29.1,29.4,0,sensor_007,150,16,PVC,11,0
42.4,7.7589,29.77,54.63,-69.31,2.5891,3.8929,3.7867,29.32,3.3911,50.62,1.167,0.9301,27.7,28.4,0,sensor_020,150,11,PVC,21,0
59.28,6.9133,48.31,70.52,-45.97,2.3409,3.9532,3.0174,100.79,8.7996,33.27,3.0049,0.9793,32.4,32.8,0,sensor_020,400,7,Steel,8,0
18.4,0.582,17.4,19.6,-6.39,0.1605,0.5219,0.5352,13.0,0.557,13.19,0.1568,0.5015,35.8,36.2,0,sensor_019,150,14,PVC,3,0
21.51,1.9426,18.66,24.55,23.96,-0.6188,1.7038,1.2788,20.74,1.9695,-18.54,-0.6297,0.8436,25.1,25.8,0,sensor_010,200,1,HDPE,5,0
22.17,2.5036,18.51,25.41,26.79,-0.7487,1.7738,2.2096,12.97,0.4134,-1.07,-0.0675,0.403,53.1,53.7,0,sensor_010,100,20,Cast Iron,13,1
17.78,2.1826,14.95,21.51,30.24,-0.7465,0.9499,0.5522,10.96,0.1826,0.88,0.025,-0.3645,28.4,29.1,0,sensor_013,100,4,Cast Iron,23,1
43.21,2.8951,39.86,47.45,5.18,-0.6418,0.9454,2.8179,67.78,3.9745,7.89,0.8472,-0.0828,30.3,31.0,0,sensor_007,300,11,HDPE,8,1
39.15,2.8969,35.71,44.73,13.79,-0.7787,1.4258,2.5877,69.67,4.987,13.52,1.1885,-0.7386,35.7,36.0,0,sensor_014,300,29,HDPE,16,1
27.96,4.7165,21.04,35.6,40.91,-1.6386,2.2693,0.5062,15.43,1.8705,-32.17,-0.6317,0.9736,27.0,27.2,0,sensor_018,100,7,Cast Iron,19,0
22.62,0.647,21.96,23.9,-2.92,0.082,0.5011,0.8721,20.83,0.6073,-3.91,-0.0523,0.1725,43.0,43.6,0,sensor_001,200,29,HDPE,0,0
31.01,1.6166,28.56,33.81,11.72,-0.4715,1.0289,1.4134,30.36,0.737,-1.18,-0.013,0.0529,32.2,32.7,0,sensor_003,200,7,HDPE,12,1
21.51,2.8027,16.7,28.82,26.26,-0.3905,0.2361,3.1306,28.79,0.9413,3.33,-0.0028,-0.0143,49.6,50.2,0,sensor_019,250,12,PVC,4,1
51.0,3.369,45.88,56.03,-8.83,0.9735,2.1828,2.3059,45.77,2.923,27.41,0.9163,0.6242,49.8,50.3,0,sensor_014,200,19,HDPE,18,0
40.81,1.5246,36.87,42.64,-15.64,0.2682,0.935,1.6,57.4,0.8838,-1.0,0.0387,0.0298,49.1,49.9,0,sensor_015,300,22,HDPE,10,0
25.95,1.6879,21.94,27.49,-3.32,0.0023,2.1786,2.3002,25.48,1.4783,-0.84,0.0827,-0.648,39.4,40.5,0,sensor_013,200,23,HDPE,23,0
15.67,4.7792,7.49,24.01,68.79,-1.6421,3.0052,0.8944,25.61,4.1569,-38.17,-1.4385,0.9705,33.9,34.3,0,sensor_007,300,16,HDPE,4,0
36.58,6.5173,25.09,43.67,42.55,-2.1223,4.4132,2.5323,33.32,2.1638,9.94,0.4973,-0.4332,50.0,50.3,0,sensor_003,150,26,PVC,19,1
31.6,3.8681,20.81,36.14,0.03,-0.0218,5.2302,6.6742,38.82,1.5732,0.19,-0.1338,-0.2361,54.2,54.8,0,sensor_004,250,13,PVC,22,0
32.53,1.2679,31.03,35.05,10.09,-0.2532,0.7401,1.6101,47.03,1.1811,-2.68,-0.1405,-0.2248,41.4,41.7,0,sensor_006,300,22,HDPE,22,0
22.56,2.2873,18.33,24.88,26.31,-0.7501,1.6569,0.795,64.81,14.8859,48.35,3.1808,-0.3814,41.4,41.8,0,sensor_017,400,17,Steel,4,1
39.73,2.1216,36.74,44.92,5.4,-0.4864,1.2583,2.8034,72.46,2.4178,-0.89,-0.2839,-0.014,33.3,33.9,0,sensor_002,400,17,Steel,11,0
40.22,2.6594,36.66,43.43,15.21,-0.836,1.3141,1.8049,51.68,2.5398,-11.3,-0.7971,0.7763,50.8,51.1,0,sensor_011,250,21,PVC,8,0
34.65,1.454,31.87,36.33,4.65,-0.2584,0.9545,2.1173,60.6,1.8812,-0.68,-0.0269,0.0365,42.7,43.3,0,sensor_009,400,12,Steel,22,0
7.06,4.8889,2.16,17.21,87.48,-1.6048,0.9778,1.2234,18.62,2.4711,-32.5,-0.7361,0.8256,35.6,36.1,0,sensor_008,150,10,PVC,2,1
34.93,2.5174,33.28,42.18,0.52,0.2926,3.3988,3.8949,51.04,1.3343,8.72,0.2965,0.0323,30.4,31.0,0,sensor_020,300,20,HDPE,13,1
19.18,6.4639,8.68,27.97,68.82,-2.2165,3.4524,1.6766,15.92,0.9175,15.51,0.3067,-0.9392,51.7,52.0,0,sensor_011,100,26,Cast Iron,7,1
30.24,3.3462,26.52,37.95,29.31,-1.0796,1.2994,1.5312,53.63,1.9154,6.03,0.4471,-0.6398,53.1,53.7,0,sensor_007,300,7,HDPE,12,1
15.97,1.5059,13.61,18.77,27.5,-0.487,0.5561,0.8408,17.91,0.4718,-2.11,-0.0161,0.2475,38.3,38.8,0,sensor_007,200,16,HDPE,3,1
23.57,1.4886,20.39,25.48,6.78,-0.34,1.5747,1.5352,18.66,0.669,8.31,0.1746,-0.444,26.5,27.0,0,sensor_019,150,10,PVC,23,1
18.17,1.8943,14.34,20.08,22.71,-0.5317,1.7579,1.2322,25.31,0.7779,-6.22,-0.0541,0.3194,47.5,47.9,0,sensor_006,250,16,PVC,3,1
28.37,2.7772,24.28,32.53,21.25,-0.8127,1.0625,2.1751,40.46,0.6877,3.22,0.028,0.2286,53.5,54.2,0,sensor_008,250,1,PVC,6,1
44.77,5.1654,37.45,52.28,-39.38,1.7511,3.5321,1.5221,37.83,3.8915,27.6,1.2977,0.9291,27.7,28.1,0,sensor_015,200,10,HDPE,10,0
35.46,3.6315,27.01,39.91,14.11,-0.695,3.4011,4.4563,55.04,3.4337,-9.41,-0.7343,0.1473,25.6,26.0,0,sensor_015,200,15,HDPE,20,1
28.0,3.0707,22.74,32.8,-44.26,1.0336,1.8476,1.1727,13.68,1.3784,33.73,0.4401,0.8958,26.4,26.8,0,sensor_002,100,21,Cast Iron,6,0
35.02,2.8217,29.71,38.8,-30.61,0.9352,1.1137,1.4253,42.85,2.2914,15.14,0.7632,0.9307,53.5,53.8,0,sensor_001,250,1,PVC,22,0
28.73,1.1952,25.65,30.25,3.48,0.0322,0.8553,1.7573,27.83,1.221,0.48,0.1172,0.0705,45.2,45.6,0,sensor_005,200,10,HDPE,6,1
21.55,1.5008,19.73,24.31,13.29,-0.432,0.6726,1.294,16.69,0.7637,12.13,0.0926,0.0845,29.1,29.7,0,sensor_004,150,3,PVC,5,1
39.78,1.9398,35.82,42.42,-11.31,0.2989,0.9933,2.3606,72.77,2.2688,-0.84,-0.0463,-0.3232,41.6,42.0,0,sensor_005,400,6,Steel,14,0
50.56,4.0506,45.55,58.89,-29.3,1.3367,2.8938,1.8669,88.84,5.4445,13.66,1.6488,0.8693,53.2,53.8,0,sensor_014,400,28,Steel,16,0
39.45,2.4596,34.6,43.32,20.12,-0.6731,1.6755,2.4512,71.75,2.9195,-7.1,-0.8527,0.6343,50.9,51.4,0,sensor_001,400,4,Steel,10,0
31.28,1.9521,28.5,34.74,13.04,-0.5542,1.7081,1.7942,45.25,1.2718,10.86,0.1202,-0.0843,30.4,30.9,0,sensor_010,250,2,PVC,12,1
28.57,3.2941,23.68,33.09,28.42,-1.058,2.711,2.3527,14.77,1.2685,-27.24,-0.4288,0.8836,32.5,33.3,0,sensor_006,100,6,Cast Iron,8,0
42.34,1.4306,39.72,44.66,1.58,-0.2825,1.1528,2.003,76.8,1.9459,-1.64,0.1919,-0.2024,26.5,26.7,0,sensor_012,400,16,Steel,10,1
26.75,1.3531,25.18,29.94,-12.6,0.0373,1.7908,1.7225,48.27,1.8189,5.49,0.2939,-0.3232,48.8,49.4,0,sensor_014,400,4,Steel,0,1
20.48,2.0576,16.01,23.71,18.4,-0.5244,1.8162,2.5937,17.45,0.9055,10.97,0.109,-0.6217,30.7,31.1,0,sensor_008,150,5,PVC,5,1
51.86,1.1966,49.03,53.14,-8.39,0.3574,0.427,0.681,91.92,2.5566,3.19,0.6025,0.3799,29.6,29.9,0,sensor_019,400,13,Steel,17,0
40.07,5.3373,30.9,48.08,-55.61,1.8426,2.8452,1.1026,47.03,4.6486,34.87,1.5803,0.9642,48.7,49.1,0,sensor_019,250,11,PVC,6,0
34.16,3.3163,30.01,40.95,26.62,-1.032,2.2301,2.481,24.09,1.8937,-21.23,-0.6341,0.8522,25.9,26.5,0,sensor_004,150,21,PVC,17,0
35.28,0.5842,34.24,36.2,-3.33,0.0443,0.6309,0.7815,24.73,1.0059,7.12,0.0257,0.3229,29.6,30.1,0,sensor_002,150,22,PVC,16,0
35.32,3.9401,30.09,43.56,24.44,-1.1124,1.5905,3.8153,51.37,4.468,-22.7,-1.3185,0.4846,51.5,51.9,0,sensor_014,300,3,HDPE,7,0
15.96,1.1635,13.59,17.2,21.01,-0.2492,1.437,0.8825,12.45,0.3299,6.71,0.0816,-0.5974,29.0,29.7,0,sensor_014,150,14,PVC,2,1
33.87,2.4216,27.98,36.74,3.65,-0.5119,2.2807,2.4531,33.02,1.0067,5.13,0.2536,-0.656,41.7,42.4,0,sensor_006,200,17,HDPE,7,1
28.19,2.8091,24.42,33.17,-35.82,0.9486,1.4099,1.1377,13.09,0.7627,14.94,0.247,0.9109,44.4,44.8,0,sensor_009,100,11,Cast Iron,6,0
33.32,8.5228,21.74,46.43,51.96,-2.915,4.1333,2.4721,52.93,8.0301,-36.55,-2.771,0.9775,54.0,54.4,0,sensor_016,300,7,HDPE,20,0
45.86,1.3453,43.63,47.84,4.55,-0.2895,1.2843,1.9533,66.77,1.7379,1.56,0.1137,-0.3394,26.6,26.9,0,sensor_012,300,7,HDPE,20,1
42.48,0.7096,41.5,43.59,2.17,-0.1738,0.2419,0.8249,39.28,0.6687,-1.95,-0.0357,0.0459,29.5,29.9,0,sensor_017,200,24,HDPE,18,0
31.75,3.8644,26.13,37.32,29.94,-1.3125,2.022,1.613,48.56,4.5247,-23.76,-1.5315,0.9593,31.3,31.7,0,sensor_011,300,16,HDPE,14,0
23.82,1.7113,21.38,26.98,3.95,-0.3573,1.0462,2.2969,36.89,1.7932,12.59,0.5048,-0.6885,31.6,32.1,0,sensor_007,300,23,HDPE,0,0
30.57,2.1844,26.86,33.23,16.46,-0.7118,1.2355,1.3452,16.83,0.7294,8.29,0.0275,-0.2794,35.5,35.7,0,sensor_003,100,9,Cast Iron,17,1
22.61,1.3971,20.13,24.6,-22.23,0.4764,0.5642,0.4458,20.24,0.8241,9.07,0.234,0.7203,45.4,45.9,0,sensor_009,200,14,HDPE,4,0
42.16,1.0819,39.73,43.72,1.25,-0.2455,0.9471,1.255,55.94,1.2816,2.67,0.0419,-0.1543,25.4,25.8,0,sensor_020,250,10,PVC,17,1
25.02,3.0388,20.71,31.01,26.0,-0.748,3.7548,3.131,20.59,0.4011,0.24,-0.0105,0.0313,36.7,37.2,0,sensor_019,150,27,PVC,6,1
43.65,2.8283,38.77,48.16,-21.96,0.8675,2.0462,2.5193,30.01,1.4931,18.86,0.4618,0.7983,44.9,45.4,0,sensor_013,150,28,PVC,20,0
30.19,0.8427,28.27,31.55,8.75,-0.1476,0.8797,1.1214,27.94,0.5711,3.07,-0.043,-0.0413,53.6,54.2,0,sensor_003,200,24,HDPE,6,0
41.85,3.5749,31.64,45.21,25.88,-0.6511,4.6441,4.1969,58.62,2.3124,12.38,0.1178,-0.4645,25.4,25.9,0,sensor_012,250,4,PVC,8,1
32.05,2.1642,27.29,35.44,-29.84,0.6091,1.574,2.0027,55.22,2.7545,9.27,0.721,0.4916,53.5,53.8,0,sensor_012,400,21,Steel,5,0
21.7,1.432,17.7,23.34,4.43,0.073,0.3227,2.2077,20.66,0.7147,2.35,-0.0666,-0.2999,29.0,29.4,0,sensor_012,200,15,HDPE,0,0
18.78,3.4481,11.01,22.6,30.96,-0.9274,2.8009,3.5756,29.49,2.3859,-23.17,-0.8046,0.6822,36.3,37.2,0,sensor_016,300,14,HDPE,1,0
33.12,11.174,15.85,52.66,69.91,-3.8496,5.3362,2.6167,54.16,10.9121,-51.4,-3.7442,0.9791,52.8,53.4,0,sensor_012,300,26,HDPE,19,0
22.25,0.8977,19.92,23.1,13.69,-0.2431,1.007,0.6405,32.86,0.9605,-0.33,-0.1328,0.203,53.2,53.7,0,sensor_010,300,22,HDPE,4,1
18.74,1.0839,17.33,21.38,5.88,-0.2327,0.499,1.2506,13.43,0.5964,-2.08,-0.1087,0.6006,25.9,26.5,0,sensor_014,150,15,PVC,4,0
